,Id,Gender,Age,Topic,Sentence
3127,494,F,20-29,SPORTS,"Superstar: AJ Lee Utente: n a g i s a Fazione: Face Categoria: Woman Social: @AJLeewCw Stili di lotta: Sottomissione / Showman Hp: 52 Lp: 50 Coins: 0 Signature Moves: Shining Wizard 17Hp/15Lp - Black Widow (sub) 15Hp/17Lp Spinning Heel Kick 10Hp/8Lp Front Dropkick 6Hp/6Lp Multiple Swinging Neckbreaker 7Hp/8Lp Shiranui 6Hp/5Lp Mat Slam 5Hp/6Lp Tilt A Whirl DDT 5Hp/3Lp (2/2 in meno nel prossimo turno) Guillottine Choke (sub) 5Hp/5Lp High Diving Cross Body 3Hp/5Lp (2/2 in meno nel prossimo turno) Tilt A Whirl Headscissor Takedown 2Hp/4Lp (1/2 in meno nel prossimo turno) Spinning Back Kick 4Hp/2Lp (2/1 in meno nel prossimo turno) Abilità Personale The Black Widow: AJ Lee una volta a match reversa una mossa (esclusa Signature Move) in un Lou Thesz Press di danno 5Hp/5Lp Stili di lotta Esperto di sottomissioni: Una volta a match può aumentare il danno di una sua mossa di 2/2. Tale mossa, indipendentemente che lo sia già o meno, verrà considerata una mossa di sottomissione speciale. In combinazione con una sottomissione (sub), può permettere di raggiungere una vittoria speciale o normale Dominatore della scena: Una volta a match, può applicare questo potere a una mossa (non Abilità Personale), richiamando a sè la forza dei fan o l'odio del pubblico. Il lottatore recupera 3/3 di vita. Il recupero può anche permettere di superare i valori vita iniziali Career Highlights wCw Women's Champion (2)"
3128,359,F,0-19,ANIME,"si, facevo danza qualche anno fa  Hai mai parlato ad una mucca?"
3129,555,M,0-19,SPORTS,ummmmmmmmmm non male anche se devo dire che stono con la voce che ha e non sono l'unico a sostenerlo ecco l'unico difetto che ha nel fare lasua musica del resto tutto il rispetto
3130,18,M,50-100,SPORTS,"Forza ragazzi il cuore oltre l' ostacolo, regalateci ancora l' adrenalina e la speranza di lottare fino all' ultima giornata"
3131,722,M,40-49,METAL-DETECTING,che dire Luciano....sei un artista...a buon intenditore poche parole
3132,1076,M,30-39,AUTO-MOTO,"Ciao a tutti! Come da titolo vendo Uconnect 7 pollici con navigatore,dab e carplay,smontato da una 500X dimostrativa,perfettamente funzionante e in ottime condizioni. Senza codice di sblocco,da richiedere in fiat tramite seriale dell apparecchio e telaio dell auto dalla quale è stato smontato(dato in mio possesso) Possibile ritiro in provincia di Rovigo o Verona,oppure posso spedirlo al costo di 13 euro. Prezzo 500 euro leggermente trattabili"
3133,762,M,20-29,ANIME,"Benvenuto nel forum,io sono christian, ti auguro buona permanenza"
3134,696,M,40-49,METAL-DETECTING,"Ciao, ragazzi, qualcuno mi conosce già, ma mi rendo conto che occorre ripetere la propria presentazione anche se ci si è presentati in uno o più dei tanti fora della piattaforma. Sono Claudio, Klaus o Klaus 06 o Klaus71, nei diversi fora del mondo del collezionismo. Mi interesso, da una vita, di militaria, storia militare ed armamenti, da esattamente 20 anni anche di orologeria militare. Ho posseduto (ma usato pochissimo...) due metal detector, entrambi comprati usati: un Fisher 1280 Aquanaut (grande macchina, ma mai portata in acqua...) e un Tesoro Toltec 100 (che non ho usato quasi per nulla, dato che non riesco a completare il periodo di primo apprendimento...) Tempo totale dedicato all'hobby, sul campo: una manciata di ore, spalmata in venti anni... Sono a disposizione per ogni possibile aiuto nelle mie materie di competenza. Zona di provenienza: Roma."
3135,58,F,20-29,ANIME,"Buonasera!^^ Non so se posso chiedere ma sto cercando da giorni il download (italiano ovviamente) di Illustrator e Coreldraw ma non riesco a trovarli.. ho provato a cercare in giro per il forum ma non ne vedo >.< quindi chiedo aiuto a voi.. anche solo per sapere dove potrei scaricarli, non lo so.. ç_ç Ho visto anche che è postato Photoshop cc 2017, clicco sul link che avete postato ma non riesco a capire come scaricare :/ Vi premetto che sono un po negata su roba download e non vorrei fare pasticci D: A tal proposito.. vorrei anche capire un po quale programma è migliore, perché mi danno delle opinioni molto discordanti tra di loro. C'è chi dice che Photoshop sia il migliore e faccia tutto, anche grafica vettoriale.. c'è chi invece dice che serve solo per le foto. Altra battaglia tra Illustrator e Coreldraw su quale sia il migliore. Insomma vorrei capirci qualcosa anche io e sentire un po le vostre opinioni >.< Se ho sbagliato sezione o altro chiedo scusa!"
3136,1032,M,0-19,ANIME,"Scusate, sapete come cambiare voto in un sondaggio? Io sono l'unico che ha votato Vegeth, solo perchè non ho letto bene e sono giunto ad una conclusione affrettata, però dopo averci riflettuto Vegeth normale è superiore a Super Bu, Piccolo, Gotenks Ssj3 e Mystic Gohan. Ma messi tutti insieme? Non credo che riuscirebbe a vincere."
3137,857,M,50-100,METAL-DETECTING,grazie...ci ho messo settimane a finirlo..con molta calma perché tendeva a sbricciolarsi ...
3138,1027,M,20-29,SPORTS,"Finalmente la sessione è finita e siamo andati tutti in pace  Finalmente posso iniziare a consegnare dei lavori che da lungo tempo sono stati richiesti e mi scuso ancora per il notevole ritardo, spero possiate capire"
3139,981,M,30-39,METAL-DETECTING,"Per quanto riguarda il silencer proprio ieri un tondello al limite della rilevazione mi dava uno strappetto sul buono impostato a -1, ovviamente senza id sul display, il mio socio con stessi parametri ma con silencer a 2 un piccolo strappetto a ferro ... secondo me fa la differenza a costo di scavare qualche chiodino in più preferisco così"
3140,1024,M,40-49,SPORTS,TITOLARI HALEP (WIMBLEDON) CAP SEVASTOVA (WIMBLEDON) SADIKOVIC (WIMBLEDON) PENG (WIMBLEDON) RUNNER BENCIC (WIMBLEDON) TIG (WIMBLEDON) SOYLU (ROMA) SABALENKA (ROMA)
3141,756,F,20-29,ANIME,"Salve a tutti mi chiamo Isabella Turco  ho 21 anni e amo i manga e gli anime da una vita *-* mi sono appassionata a questo favoloso mondo prima di iniziare a parlare xD ahahahahha Amo lo Yaoi <3 è la mia ragione di vita XD Non ho un genere preferito, guardo e leggo di tutto  Il mio anime preferito è Naruto XD Shippo la SasuNaru XD Amo molto leggere e scrivere... Il mio libro preferito è Orgoglio e pregiudizio, credo di averlo letto 1000 volte XD (povero, è tutto rovinato) ahahahah Sono appassionata di cinema e mi piacciono molto gli Horror, quelli fatti fatti bene... Amo nuotare e fare foto XD vorrei diventare una fotografa in futuro, ma per il momento lavoro come commessa per aiutare la famiglia. Ho un gattone di nome Bart e una cagnolina di nome Emi <3 li amo <3 Quando faccio una presentazione non so mai cosa dire, penso sempre di essere banale xD sparo molte cavolate e parlo tanto xD bene, la finisco qui  spero di trovarmi bene qui, e di conoscere tante persone  Mi sono presentata mesi fa, ma non ho frequentato il forum, quindi ho deciso di modificare il messaggio di benvenuto  Comunque piacere, ancora ahahahah ciaoooooooooooooooooo <3"
3142,484,F,20-29,ANIME,"Benvenuta, che bella Londra *-* Io sono Federica!"
3143,1086,M,30-39,AUTO-MOTO,"tutto sommato è andata bene e amen, però con i testimoni (dato che la controparte se ne è sbattuta altamente) io avrei inscenato la scena del collo, la spalla, il mignolo e mi sarei fatto risarcire fino all'ultimo pelo del c**o!però ormai è andata meglio così!"
3144,971,F,20-29,NATURE,"Eccoci, siamo stati dal veterinario.Ha tagliato un unghietta e ha sanguinato, quindi almeno quella era vascolarizzata ancora ed è un buon segno. Può essere causata dell'ustione o anche da una carenza di vitamine quindi proviamo con un integrazione di vitamine e vediamo se migliora. Se devono cadere le unghie ovviamente non possiamo fare nulla Ma lui sostiene che potrebbero anche ricrescere se cadono per un evento traumatico (anche se è difficile). Inoltre mi ha detto che è un po troppo sovrappeso!"
3145,296,M,40-49,AUTO-MOTO,Ciao benvenuto buon divertimento per le tue modifiche ...e tanta buona strada ✌
3146,361,M,0-19,ANIME,"Hika, se mi mandi il tuo contatto telegram in privato ci mettiamo d'accordo  Proviamo così anche  ^^"
3147,895,M,20-29,CELEBRITIES,Beh da una parte un inviato un pò cosi scanzonato non è male... Certo manca Alvin
3148,206,M,30-39,SPORTS,"Anche se dovesse ""portarseli"" state tranquilli che Adl non è tipo da regalare i giocatori"
3149,5,M,50-100,AUTO-MOTO,"Ciao a tutti Roby59 (eggià, l'anno di nascita...), appassionato di due ruote, in garage Beta ALP 4.0, Gilera Arcore 150, Lambretta 150LI III, Vespa Sprint, Piaggio Ciao SC (quello del mio articolo sull'ultimo MdE) e ultimo arrivo... Garelli GULP MATIC..."
3150,337,M,30-39,SPORTS,"Ramirez l’avrei tenuto in campo, per una volta. Fisicamente per me ha trovato la condizione oggi ha fatto anche ottima copertura"
3151,56,F,20-29,ANIME,"Benvenuto, io sono Vanessa di 22 anni molto piacere ;3"
3152,99,M,40-49,SPORTS,Comunque meno male che vinciamo 2 a 0 e non abbiamo rischiato nulla..... Se no qua dentro ci stavano le bombe
3153,469,M,40-49,AUTO-MOTO,"Non conosco bene il motore del clio, ma prima avevo un Honda Civic tipe R EP3 con motore K20, come ben saprai 200 cv come il clio........solo scarico, aspirazione e mappa ho rullato 228 cv Non penso sia così improbabile guadagnare prestazioni se ci si sà un po' fare."
3154,19,M,30-39,SPORTS,"Io comunque farei un cambio per velocizzare il gioco davanti. Stiamo giochicchiando, come nostro solito. Rischio cetriolone massimo."
3155,19,M,30-39,SPORTS,"Comunque questi tre davanti devono essere i titolari nelle partite più importanti da qui alla fine. Non me ne voglia Mandzukic, ma la qualità offensiva con quei tre è di un altro pianeta."
3156,439,M,40-49,SMOKE,"Questa volta posso proprio dire di aver sentito aromi erbacei. È dolce ma non stucchevole infatti quest'ultima fumata abbastanza lunga è andata via senza quasi accorgermene. Comunque dopo solo tre cariche ho ancora poco da dire. Ah lascia un gusto molto piacevole in bocca ed è già un'ora che ho finito la fumata. Ultima considerazione e qui i più esperti mi potranno anche lapidare, è un tabacco da paragonare più ai sg che al capstan o pl7"
3157,142,M,40-49,NATURE,Da quello che si sa le koi sono state bloccate in Giappone.
3158,719,M,0-19,ANIME,spettacolooo mi prenenoto il milotic... le offerte sono sempre i vecchi leggiend e non
3159,300,M,20-29,AUTO-MOTO,"ciao ragazzi,come avrete capito dal titolo mi sono iscritto a questo forum perchè ho preso da poco una c2 usata e visto che sul lunotto posteriore portava la scritta del club.....mi sono unito anche io"
3160,1034,M,20-29,ANIME,": -Goten e Trunks più grandi rispetto alla Saga di Bu, ma più piccoli di post Z (Goten della stessa età circa di Gohan nella saga di Cell e Trunks della stessa età del Mirai Trunks quando combatteva insieme a Mirai Gohan) -Vegeta si trasforma in SSJ3 contro Beerus -Goku God e Beerus combattono in più location e infine nello spazio, come nel film -Niente Goku God trafitto che ""resuscita"" -Beerus e Goku non ripetono ogni tre secondi ""Adesso inizierò a combattere sul serio"" -Sì alle onde che rischiano di distruggere l'universo, con accenno da parte di Beerus che gli dei della distruzione non possono combattere altre divinità, anche di livello inferiore, utilizzando i pieni poteri. Quindi Goku inizia a chiedersi come è possibile che esistano più dei della distruzione, ed entrambi che abbassano la loro potenza per evitare di distruggere tutto. -Spezzone di Champa e Vados come nel manga -Niente Goku che assorbe il potere del God, ma dopo che il potere si è esaurito prende mazzate. -Beerus distrugge la nave di Bulma, invece che fare finta di dormire. : -Accenno al fatto che Vegeta abbia eseguito il rito off screen. -Whis insegna a Goku e a Vegeta come ""assorbire"" il potere del God, facendogli sbloccare il Super Saiyan God Super Saiyan -Viene spiegato che l'idea di resuscitare Freezer era nell'aria già da tempo (non che viene resuscitato perchè sì come nel film o nell'anime o perchè la nave dei sui seguaci viene colpita per errore da Champa come nel manga) -L'allenamento di Freezer dura di più e viene mostrato in maniera più dettagliata. -Scontro tra i terrestri contro le truppe di Freezer più lungo, con Gotenks che presente. -Gotenks combatte contro Tagoma e sta per batterlo, ma la fusione si scoglie e interviene Gohan Supremo, che batte Tagome. Niente ritorno di Ginew e morte idiota di Piccolo (pessimo riferimento alla morte dello stesso nella saga dei Saiyan in Z) -Freezer combatte contro Gohan Supremo nella forma finale e lo sconfigge (Non nella prima forma, perchè non ha senso). Sta per ucciderlo ma intervengono Goku e Vegeta, che percepiscono qualcosa di strano sulla Terra. -Beerus non dice che e stato lui a dire a Freezer di distruggere il Pianeta Vegeta, ma piuttosto ""Se Freezer non avesse distrutto quel branco di scimmie irrispettose, lo avrei fatto io"" -Golden Freezer non ha la debolezza della perdita di forza, perchè è la stessa che aveva anche il Freezer 100% tutto muscoloso. -Goku non riesce a battere Golden Freezer, così interviene Vegeta Blu. Freezer è stanco dalla battaglia contro Goku e sottovaluta Vegeta, che riesce ad ucciderlo. : -Niente idea idiota dell'esame scritto. -Bu partecipa al torneo, ma viene squalificato per aver trasformato Frost in un ciccolatino e tentato di ucciderlo, dopo aver scoperto che quest'ultimo ha cercato di imbrogliare, utilizzando il veleno, immune su di lui. -Niente Hit che paralizza Frost e niente storia del cubo. Perchè mettere questa roba se poi non è servita a niente? -Goku God e Blu come nel manga. Vegeta viene sconfitto non perchè attivando il blu per due secondi si spreca energia, ma solamente perchè non sa del trucco di Hit. -Piccola spiegazione aggiuntiva sul perchè la Terra dell'Universo 6 è stata distrutta. : -Zamasu viene a sapere del potere di Goku da Shin, come nel manga. Per questo decide poi di incontrarlo e di affrontarlo personalmente, iniziando a maturare dopo lo scontro le idee per il suo ""Piano Zero Mortali"". Non capisco secondo quale logica nel manga Zamasu provi odio su Goku pur non avendolo mai visto. E mentre nell'anime lo scontro effettivente c'é, questo va solo a creare un paradosso temporale che in Dragon Ball non dovrebbe esserci. -Maggiore spazio all'allenamento di Mirai Trunks con Shin per battere Dabra. Mirai Trunks impara ad infondere il suo ki nella sua spada (rendendola quindi resiste allo sputo pietrificatore di Dabra) ed è a conoscenza della capacità di poter guarire la persone (no che lo scopre a caso dopo). -Niente Ikari -Spiegazione sulla linee temporali coerente con Z -Black con il carattere e le tecniche dell'anime, ma che utilizza prima il SSJ base e poi il Rosé nel manga. -Spiegazione del zenkai come nel manga. -Proprio come nel manga, Goku cerca di imparare a usare il blu al 100%, mentre Vegeta lo alterna al God. -Approfindimento sul legame tra dio della distruzione e Kaioshin. -Nel presente Whis, Beerus e Shin (al posto di Goku) indagano su Zamasu. Scoprendo i suoi piani come nell'anime. -Dopo che Goku Black Rosé e Zamasu mettono alle strette Goku e gli altri, è Mirai Trunks a tornare indietro nel presente e ad imparare la Mafuba. -Mirai Trunks riesce a colpire Zamasu con la Mafuba, ma viene salvato da Black che si mette il potara sull'altro orecchino. -Ok al recton dei potara, ma più spazio a Vegeth. Quest'ultimo prima si trasforma in Vegeth God che non consuma il potere della fusione, ma poi ricorre al Blu per battere definitivamente Merged Zamasu. Tuttavia, dato che Goku e Vegeta non sono in grado di padroneggiare il Blu, la fusione si scoglie proprio prima del colpo finale. -Come nel manga anche Merged Zamasu si scoglie e viene tagliato da Mirai Trunks. -Per il finale sinceramente non saprei come cambiarlo, però il deus ex machina di Zeno lo avrei evitato. : -Scontro di dimostrazione tra gli dei (come nel manga) e battaglia tra Toppo e Goku. -Meno spazio dedicato al reclutamento dell'universo 7 (a parte C17 dovendo reintrodurre il personaggio), più spazio a Cabba, Kale e Caulifla prima del torneo. Dando a Kale base una caratterizzazione più simile al manga, approfondendo la relazione tra lei e Caulifla, per capire perchè sono così legate. -Bu al posto di Freezer (per quanto in realtà rivederlo non mi è dispiaciuto più di tanto. Sicuramente meglio qui che nella sua saga) -Bu guarisce Goku dopo lo scontro tra l'UI e Jiren. -Bu sconfigge da solo l'intero universo 2 dopo che Brianne lo ha chiamato ""stupido"". -C17 meno uber, C18 un po' più forte. Facendogli fare insieme ciò che nell'anime C17 fa da solo. -Gohan e Piccolo hanno più spazio. Combattono insieme contro parte dell'universo 11, e infine contro i due namecciani. Messi in difficoltà, i due namecciani si fondono e battono Piccolo, ma vengono poi sconfitti di Gohan. -Niente tizi in miniatura e invisibili dell'universo 4. -Bu e Gohan battono Frost, con ques'ultimo che poi attacca Bu dagli spalti per vendicarsi di quanto accaduto nel torneo precedente, ma viene eliminato da Zeno. -Jiren più forte rispetto agli altri, ma in maniera un po' più realistica e meno alla One Punch Man. -Il resto uguale"
